chunk_id,url,title,chunk_text
16,https://nitsan.ai/culture/nitsan-ai-carnival-2025/,NITSAN AI Carnival 2025 | The Future of AI & Innovation,"meaningful AI solutions and creating many more shared moments along the way. ,We are excited to write the next chapter of NITSAN AI together.,In the evening, our founders took the stage for closing sessions that looked both back and forward. ,They reflected on what the team had explored during the carnival and outlined how NITSAN AI will continue to integrate artificial intelligence into services, products and internal processes in a responsible way.​,This naturally led into an appreciation and"
17,https://nitsan.ai/culture/nitsan-ai-carnival-2025/,NITSAN AI Carnival 2025 | The Future of AI & Innovation,"way.​,This naturally led into an appreciation and awards segment, recognising colleagues who brought extra energy, initiative and support to the three days. From standout speakers and workshop leaders to behind‑the‑scenes organisers, each recognition underlined that the event worked because many people contributed.​,The evening then shifted fully into New Year celebration mode. Music, food and dancing turned the office into a party space where everyone could relax, laugh and close the year"
18,https://nitsan.ai/culture/nitsan-ai-carnival-2025/,NITSAN AI Carnival 2025 | The Future of AI & Innovation,"everyone could relax, laugh and close the year together, carrying forward the momentum of the AI Carnival into the next chapter.,Party images,As we wrap up NITSAN AI Carnival 2025, there is a strong mix of gratitude, pride and excitement for what comes next. ,These three days were more than an event; they were a celebration of our people, our curiosity and the way we grow together as an AI‑driven team.​,The ideas, experiments and conversations from this week are only the beginning. Here’s to"
19,https://nitsan.ai/culture/nitsan-ai-carnival-2025/,NITSAN AI Carnival 2025 | The Future of AI & Innovation,"from this week are only the beginning. Here’s to exploring smarter ways of working, building meaningful AI solutions and creating many more shared moments along the way. ,We are excited to write the next chapter of NITSAN AI together.,SOLUTIONS,COMPANY,META"
20,https://nitsan.ai/culture/celebrating-14-years-of-nitsan-ai-gala-event-2025/,Celebrating 14 Years of NITSAN & Launch of AI Agency,"🦄 Intent-driven design
,and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation., ,SOLUTIONS,COMPANY,META"
21,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,🦄 Intent-driven design
22,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,All the members were divided into three teams: Team Fruit Crusher, Team Fruit Mania and Team Fruit Slush,NITSAN Technologies Pvt Ltd has arranged a fruit decoration competition for refreshment from a busy work schedule to make employees feel fresh and energetic. All were excited to learn about the competition and to take part in high spirits.,All the members were divided into three teams: Team"
23,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"the members were divided into three teams: Team Fruit Crusher, Team Fruit Mania and Team Fruit Slush. They were provided an hour to brainstorm their ideas with an equal budget provided to each team to make a beautiful salad out of fruits and vegetables. And in the next hour the teams went out shopping. And at exactly 4 PM, the competition was going to start. Keeping timings in mind, everyone reached back out to the office before time and was ready as well, excited to begin!,As soon as the tik"
24,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"as well, excited to begin!,As soon as the tik tok go was said the teams geared up with enthusiasm to show their creativity. Team Fruit Mania was going to decorate fruits to make the logo of NITSAN, the logo of TYPO3 CMS, beach, and smiley. Team Fruit Crusher was going to make multiple small creations such as swan, turtle, boat, pool, party man, fountain flowers, trees and much more assembled in a resort. Team Fruit Slush is making a cute bird, peacock, and logo of TYPO3 CMS.,The enthusiasm was"
25,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"and logo of TYPO3 CMS.,The enthusiasm was remarkable of all the members, some were eager to decorate their dishes and see the creativity of other teams as well. The team spirit of the members was also on fire, all divided the work, some were chopping, some were decorating, some were helping and few were eating the stuff instead of doing anything 😛,The fun began when one by one their decoration pieces started to get ready, also excitement to decorate each piece best and creative was seen in"
26,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"decorate each piece best and creative was seen in everyone’s team, to defeat and to have the victory.,Time is Up! Time is up! Says HR.. they all had a time limit, the first to submit was the Fruit Slush Team with 4 pieces of fruit decoration, then the other two teams completed together Fruit mania and Fruit Crusher. After each presented their decoration pieces, we had Nitin Chauhan, our CEO, as our judge for the Salad competition. He reviewed each team’s beautiful fruits decoration, creativity,"
27,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"team’s beautiful fruits decoration, creativity, efforts, timings, and such factors to decide which team has defeated the other 2 teams.,So, the tough decision was taken by Nitin Chauhan, as everyone really decorated very beautiful, creative also yum yum dishes.. As the Team Crusher came up with a theme of NITSAN Resort with decorative watermelon swimming pool in it, apple swan, different fruits, different creation looked attractive, Hence the winner was Team Fruits Crusher, who crushed other"
28,https://nitsan.ai/culture/salad-decoration-competition-at-nitsan/,NITSAN's Salad Decorating Competition,"winner was Team Fruits Crusher, who crushed other Teams with the amazing decoration of their NS Resort.,This Activity really helped in good team spirit, fun blasters, and time to enjoy yummy fruits at the end with all the members in the hot summer, the perfect combination for the Saturday HR Activity and a memorable one.,SOLUTIONS,COMPANY,META"
29,https://nitsan.ai/culture/sports-day-celebration-2021/,NITSAN's Sports Day Celebration 2021,🦄 Intent-driven design
30,https://nitsan.ai/culture/sports-day-celebration-2021/,NITSAN's Sports Day Celebration 2021,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,To commemorate Sports Day, we held a celebration at NITSAN. We celebrated Sports Day supporting with Foosball, Ludo, Chess and carrom. Sports days are always fun. People with different energy and skill levels compete with each other and sometimes it becomes so funny and memorable. It gives you the chance to get to know people you don’t usually hangout with. It makes everyone a single entity"
31,https://nitsan.ai/culture/sports-day-celebration-2021/,NITSAN's Sports Day Celebration 2021,"hangout with. It makes everyone a single entity with such diversity.,Talking about NITSAN’s sports history, it hasn’t been great if you know us for a long time but we decided to change it as when it comes to sports, Indians never lag behind.,We started the sports day with a game of Foosball, followed by Carrom, Ludo and Chess. Foosball was the center of attraction. But Carrom wasn’t lagging behind at all. Sadly the enthusiasm for Chess wasn’t that much but we still had fun watching this"
32,https://nitsan.ai/culture/sports-day-celebration-2021/,NITSAN's Sports Day Celebration 2021,"that much but we still had fun watching this incredible mind game and Ludo brought everyone together.,Trophies and Gifts were given but the results were VERY unexpected.,The most famous game was Foosball (Obviously, because it looks cool and all). But foosball was the game where we saw real dedication, excitement and hunger to win in our members. So we decided to arrange NITSAN Premier League (NSPL) specifically for Foosball where every Team will play with every other team from the tournament"
33,https://nitsan.ai/culture/sports-day-celebration-2021/,NITSAN's Sports Day Celebration 2021,"play with every other team from the tournament and the winners will be awarded. Thanks for scrolling till here.,Lastly, we hope there will be many more sports days on the way and we will play and laugh harder every time. Playing with these funny and energetic souls made us laugh so hard and there was excitement and enthusiasm in the air.,SOLUTIONS,COMPANY,META"
34,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,🦄 Intent-driven design
35,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,Don’t we all just love the hills? Don’t we all yearn to escape the fast track city life and indulge in cool, fresh, invigorating air of the mountains, exciting getaway that erases the stress and damage of our jam packed lifestyles and rejuvenates our soul? NITSAN planned a Monsoon trekking trip to Hastagiri to bring refreshments and also to have fun with NITSAN family apart from the office and"
36,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,"fun with NITSAN family apart from the office and a daylong picnic is something we always get excited about! Monsoon is probably the best season to experience lush green landscapes all around. So, our journey started in the early morning, 4 AM with the popular travelling game “Antakshari” and at 6 AM we reached Hastagiri where everyone activated the Trekking mode ON. There were dark clouds which made this place more beautiful. By exploring the beauty of nature and munching on delicacies, we were"
37,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,"of nature and munching on delicacies, we were all set to climb the hills.,Bring your own weather to the picnic. Harlan Coben The Spirit that gets boosted up together We started our trek with full energy and confidence. The hill was 591 meters high with 1800 steps to climb on. With lots of fun, songs, talks, photography sessions and happiness we finally reached the top of the hill. The green cover is all encompassing. Everyone was awestruck with the view that we observed from the top of the"
38,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,"the view that we observed from the top of the temple. Soft raindrops gently falling on face, Palm trees rustling in the breeze, peacock screeching at distance, Grey clouds move swiftly through the sky and closing our eyes and deeply inhaling the heavy monsoon air with sweet moist smell of mother earth!! Isn’t this what we call nature? Everyone sitting out in the soothing afternoon and refreshing breeze and finally the rain shower added extra beauty to the trip! Finally, we succeeded in our"
39,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,"beauty to the trip! Finally, we succeeded in our trekking. The best part of all was the beauty of nature that we had enjoyed the most. Alas! It was time to return back to pavilion. All were so tired this time due to trekking that all were waiting soon to be home and rest. But I must say a memorable lovely trip it was.,In conclusion, the Monsoon trekking trip to Hastagiri organized by NITSAN was a rejuvenating escape from the hustle and bustle of city life. The journey, filled with camaraderie"
40,https://nitsan.ai/culture/monsoon-trekking/,NITSAN Team's Monsoon Trekking Ventures at Hastagiri,"city life. The journey, filled with camaraderie and laughter, took us through lush green landscapes and up a 591-meter-high hill with 1800 steps.,The trip served as a reminder of the beauty of nature and the importance of taking a break to recharge our spirits.,SOLUTIONS,COMPANY,META"
41,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,🦄 Intent-driven design
42,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,At NITSAN, Diwali calls for that extra edge of celebration and festivity. Let’s feel and explore how NITSAN celebrated Diwali this year!,We celebrated Diwali with glittering beaming office, fun activities and spreading wishes, happiness, fun and greetings with every member of NITSAN Team.,Diwali being one of the most awaited and celebrated festivals for Indians across the globe, it comes as no"
43,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,"for Indians across the globe, it comes as no surprise that the NITSAN family would wholeheartedly throw themselves into celebrating the festival of lights with full gusto and aplomb!,The build up to the main day is just as exciting as the main event and our whole workspace comes alive with team members getting into the festive and party mood even as they adhere to their day-to-day work schedules. When its Diwali, its the festival of lights and the first thing we do is decorate our beautiful"
44,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,"the first thing we do is decorate our beautiful office’s with Diya’s and lights. Festive mode begins at NITSAN with beautiful Rangolis in premises!,Let each diya you light bring a glow of happiness to your face and enlighten your soul.,#SpreadLight #SpreadHappiness,Everyone at NITSAN were in traditional Indian attire, boys in Kurta and girls in sarees. Everyone looked charming and were gleamed up with festive vibes.,Diya depicts light and using Diya, we light up our places to welcome everyone."
45,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,"Diya, we light up our places to welcome everyone. This time team NITSAN had an interesting competition up, “Diya Decoration” Competition.,Each team was divided into 4 participants in each. The team was provided with 4 different types of diya to decorate and come up with the best of their creativity. All the team members gathered and initiated planning for the competition with excitement!,In the tick tock go, teams started designing and decorating their diyas! The teams were ready with their"
46,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,"their diyas! The teams were ready with their beautifully decorated diyas! The competition was fun, competitive and filled with happiness! All four teams were ready with their diya and now it’s time for the judges to decide the winning ones! Yay! Team A won the competition! It’s sweet time then! Everyone greeted each other with sweets and wishes heartiest greetings.,A non-negotiable part of Diwali is the mouthwatering variety of delicacies that are served throughout the day. The evening snacks"
47,https://nitsan.ai/culture/glittering-diwali-at-nitsan-2020/,Explore how NITSAN celebrated Diwali 2020,"are served throughout the day. The evening snacks included Indo CHinese Dishes with sweets and soft drinks among other wholesome munchies.,Festival celebrated well!,Diwali celebrates the triumph of good over evil and is a time of collaboration, togetherness, and revelry. We at NITSAN believe in celebrating life and living it to the hilt. Diwali at NITSAN is just one of the many examples of our guiding philosophy.,SOLUTIONS,COMPANY,META"
48,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"🦄 Intent-driven design
,and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,Continuous Accessibility That Ships Itself
Fix turnaround ↓62% · WCAG pattern coverage 93%
From manual audits to AI-driven accessibility, integrated directly into your workflow."
49,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"Key Results
WCAG issues auto-detected: 93% coverage across common patterns
Fix turnaround: ↓62% (median time to remediate)
Accessible releases: +48% more passes on first QA cycle"
50,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"Live monitoring: sub-minute detection for new regressions,Client,NITSAN (Accessibility SaaS Venture),Industries,Accessibility & Compliance (WCAG/ADA) · Publishing · Public Sector,Services,Accessibility Engineering · AI Live Auditing · AI Monitoring · CI/CD Integration · Compliance Reporting,Project Scope, Continuous Accessibility Intelligence Platform Implementation,Accessibility checks were slow, manual, and easy to miss late in the release cycle. Teams bounced between design tools, code"
51,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"cycle. Teams bounced between design tools, code reviews, and QA spreadsheets, while compliance owners struggled to prove conformance across pages, states, and locales. The result: inconsistent experiences, costly fixes after launch, and little confidence at sign-off.,Access Assistant,A smart in-browser and IDE copilot that inspects DOM, styles, and components to suggest fixes for labels, landmarks, color contrast, focus order, alt text, and ARIA patterns, all with inline WCAG references.,Access"
52,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"patterns, all with inline WCAG references.,Access Live Audit,Always-on scanning for staging and production environments. Crawls public and authenticated pages, deduplicates issues, traces root causes, and groups findings by severity and user impact. ,Access Monitors,Continuous monitoring with automated scans, real-time alerts, dashboards, reports, and collaboration tools. Helps teams track and fix accessibility issues for WCAG, ADA, and BFSG compliance.,Access Accy,"
53,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,"The compliance command center that maps issues to WCAG 2.2 criteria, assembles evidence, tracks acceptance across sprints, and exports clean reports for audits."
54,https://nitsan.ai/case-studies/ai-powered-accessibility/,Automated Accessibility: 62% Faster Fixes with AI,", WCAG 2.2,OpenAI Vision,Tesseract OCR,OpenAI ,Anthropic Claude,Websites/Sitemaps, Azure TTS , Amazon Polly, Browser/IDE Hooks,CI Runners,%,%,<1,%,“Accesstive turned accessibility from a last-minute scramble into a daily habit. The Assistant’s suggestions were spot-on, Live Audit caught regressions before users did, and Accy gave leadership the proof they needed-without the paperwork.”,Accessibility SaaS Venture, ,SOLUTIONS,COMPANY,META"
55,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,🦄 Intent-driven design
56,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,At NITSAN, Diwali calls for that extra edge of celebration and festivity!! Just like every year, we celebrated this year’s Diwali with style and traditional etiquette. Diwali is a festival of lights and is the most loved festival in India. Giving a preface to this awesome festival, Diwali is celebrated as a victory over the evil and arrival of Lord Rama in Ayodhya after he defeated Ravana.,We"
57,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,"Lord Rama in Ayodhya after he defeated Ravana.,We celebrated Diwali with traditional style, energetic fun activities, and lots of laughs and made a ton of memories. We made rangoli, decorated the office, and had a great time eating sweets and chocolates. As a tradition in India, Rangoli is drawn at the entrance of the House, Offices, etc. It is thought to bring good luck and prosperity to the house and to the family. Girls from the team spent some time making beautiful Rangolis and made the"
58,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,"some time making beautiful Rangolis and made the office 10 times more attractive.,Following the lead is a children’s game. Players first choose a leader or “head of the line” and the remaining players all line up behind the leader. The leader then passes an action and all the players have to mimic the leader’s actions one by one.,The fun part is all the other players are standing on the opposite side and how the action is passed to each of the players and what will be the action remaining at"
59,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,"players and what will be the action remaining at the end. And the results were hilarious and we had a great time laughing at each other.,There was a surprise award ceremony planned as the day was coming to an end. The awards were for… absolutely everyone, the awards were decided as the uniqueness of a particular person. It was hilarious.,Being Gujarati, how can we forget Garba? We had fun playing garba with immense energy and enthusiasm.,At last, we took some really nice photos. We had some"
60,https://nitsan.ai/culture/diwali-2021/,Diwali Celebration at NITSAN 2021,"we took some really nice photos. We had some really nice clicks team-wise and a really nice group photo. If you didn’t know how people look the best in traditional Indian attire, Now you know…,Finally, a group photo.,SOLUTIONS,COMPANY,META"
61,https://nitsan.ai/staff-augmentation/,On Demand & Flexible IT Staffing Solutions for Enterprises,"🦄 Intent-driven design
,and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,Sometimes you need more hands on deck. NITSAN’s pre‑vetted engineers and designers can jump in within days, keeping your roadmap moving and your standards high."
62,https://nitsan.ai/staff-augmentation/,On Demand & Flexible IT Staffing Solutions for Enterprises,"Augment Your Team,Staff Augmentation,Team Extension,Dedicated Teams,On-Demand Talent,Delivery Teams,Staff Augmentation,Team Extension,Dedicated Teams,On-Demand Talent,Delivery Teams,Social Links,Our Addresses,ib themes,2026"
63,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,🦄 Intent-driven design
64,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,We celebrated this Independence Day supporting with blood donation and food distribution Mission. The day started with decorating the office with our flag’s tri-colors which are Orange (represents Courage & Strength), White (represents Peace & truth) and Green (represents Growth).,Here at NITSAN, we like to keep things to a minimum by not overpowering the scope of the day and ruining the"
65,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,"overpowering the scope of the day and ruining the feeling of being raw. There were not one but two centers of attractions for the day,The blood donation camp was to begin at around 4 o’clock and we were ready… People here at NITSAN were so excited about it, everyone was joking around, laughing and having fun. Most of the people here were first-timers and we are so proud of them for taking a step towards helping someone. Looking at our excitement, even the Blooding donation agency guys were"
66,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,"even the Blooding donation agency guys were amazed. Once blood donation was finished, we took a nice group photo with our members and the officials from the Blood Donation Bank.,K.K. School AKA Andh Udhyog Shala is home to the students who are specially-abled. We wanted to show our respect towards their unique life and indestructible confidence.So we arranged some fruits, snacks, and gifts for them. We distributed the goods and gifts we brought for them.,Each one of them was different, having"
67,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,"for them.,Each one of them was different, having different skills and with different levels of blindness yet so confident and soft-spoken. Then some of the students gave us an introduction of an app that helps them identify things on their phones by reading the text out loud and these people were so fast with their smartphones we could never imagine. Once we distributed the essentials, we took a good group photo to end our Independence day celebration.,We always feel blessed that we can help"
68,https://nitsan.ai/culture/independence-day-2021/,Celebrating 75th Indian Independence at NITSAN,"always feel blessed that we can help someone and be the reason for someone’s smile. We aspire to be a role model for everyone out there and we urge you to help those needy around you and become a reason for the change.,Lastly, there are many more to come and we are ready every time we are needed and to do everything we can.,SOLUTIONS,COMPANY,META"
69,https://nitsan.ai/culture/grand-diwali-celebration-at-nitsan/,Diwali Celebration 2019 at NITSAN,🦄 Intent-driven design
70,https://nitsan.ai/culture/grand-diwali-celebration-at-nitsan/,Diwali Celebration 2019 at NITSAN,",and applied AI development,👋 Welcome.,14 years of Digital leadership!,Now driving AI transformation.,With the sky – high enthusiasm among us, we celebrated Grand Diwali at NITSAN!,Diwali is the most awaited festival and symbolizes the victory of light over darkness, good over evil and knowledge over ignorance. Celebrating the festival of lights at the office campus brings positivity and happiness in the lives of employees and NITSAN likes to do it in its own style every year.,NITSAN"
71,https://nitsan.ai/culture/grand-diwali-celebration-at-nitsan/,Diwali Celebration 2019 at NITSAN,"to do it in its own style every year.,NITSAN Technologies organized Diwali celebrations at the office for all of its employees, lifting the festive mood to the brim and bringing Diwali fun at the workspace. Mesmerizing rangoli, beautiful lamps, theme decoration were adding festive vibes to the NITSAN family.,With sky-high enthusiasm among employees, who were all clad in Diwali ethnic wear, set the perfect tone to celebrate the festival of lights at the office.,This year it was time for a"
